2022-01-06,275,57
2022-01-05,276,57
2022-01-04,277,57
2022-01-03,278,57
2021-12-31,279,58
2021-12-30,280,58
2021-12-29,281,58
2021-12-28,282,58
2021-12-27,283,58
2021-12-23,284,59
2021-12-22,285,59
2021-12-21,286,59
2021-12-20,287,59
2021-12-17,288,60
2021-12-16,289,60
2021-12-15,290,60
2021-12-14,291,60
2021-12-13,292,60
2021-12-10,293,61
2021-12-09,294,61
2021-12-08,295,61
2021-12-07,296,61
2021-12-06,297,61
2021-12-03,298,62
2021-12-02,299,62
2021-12-01,300,62
2021-11-30,301,62
2021-11-29,302,62
2021-11-26,303,63
2021-11-24,304,63
2021-11-23,305,63
2021-11-22,306,63
2021-11-19,307,64
2021-11-18,308,64
2021-11-17,309,64
2021-11-16,310,64
2021-11-15,311,64
2021-11-12,312,65
2021-11-11,313,65
2021-11-10,314,65
2021-11-09,315,65
2021-11-08,316,65
2021-11-05,317,66
2021-11-04,318,66
2021-11-03,319,66
2021-11-02,320,66
2021-11-01,321,66
2021-10-29,322,67
2021-10-28,323,67
2021-10-27,324,67
2021-10-26,325,67
2021-10-25,326,67
2021-10-22,327,68
2021-10-21,328,68
2021-10-20,329,68
2021-10-19,330,68
2021-10-18,331,68
2021-10-15,332,69
2021-10-14,333,69
2021-10-13,334,69
2021-10-12,335,69
2021-10-11,336,69
2021-10-08,337,70
2021-10-07,338,70
2021-10-06,339,70
2021-10-05,340,70
2021-10-04,341,70
2021-10-01,342,71
2021-09-30,343,71
2021-09-29,344,71
2021-09-28,345,71
2021-09-27,346,71
2021-09-24,347,72
2021-09-23,348,72
2021-09-22,349,72
2021-09-21,350,72
2021-09-20,351,72
2021-09-17,352,73
2021-09-16,353,73
2021-09-15,354,73
2021-09-14,355,73
2021-09-13,356,73
2021-09-10,357,74
2021-09-09,358,74
2021-09-08,359,74
2021-09-07,360,74
2021-09-03,361,75
2021-09-02,362,75
2021-09-01,363,75
2021-08-31,364,75
2021-08-30,365,75
2021-08-27,366,76
2021-08-26,367,76
2021-08-25,368,76
2021-08-24,369,76
2021-08-23,370,76
2021-08-20,371,77
2021-08-19,372,77
2021-08-18,373,77
2021-08-17,374,77
2021-08-16,375,77
2021-08-13,376,78
2021-08-12,377,78
2021-08-11,378,78
2021-08-10,379,78
2021-08-09,380,78
2021-08-06,381,79
2021-08-05,382,79
2021-08-04,383,79
2021-08-03,384,79
2021-08-02,385,79
2021-07-30,386,80
2021-07-29,387,80
2021-07-28,388,80
2021-07-27,389,80
2021-07-26,390,80
2021-07-23,391,81
2021-07-22,392,81
2021-07-21,393,81
2021-07-20,394,81
2021-07-19,395,81
2021-07-16,396,82
2021-07-15,397,82
2021-07-14,398,82
2021-07-13,399,82
2021-07-12,400,82
2021-07-09,401,83
2021-07-08,402,83
2021-07-07,403,83
2021-07-06,404,83
2021-07-02,405,84
2021-07-01,406,84
2021-06-30,407,84
2021-06-29,408,84
2021-06-28,409,84
2021-06-25,410,85
2021-06-24,411,85
2021-06-23,412,85
2021-06-22,413,85
2021-06-21,414,85
2021-06-18,415,86
2021-06-17,416,86
2021-06-16,417,86
2021-06-15,418,86
2021-06-14,419,86
2021-06-11,420,87
2021-06-10,421,87
2021-06-09,422,87
2021-06-08,423,87
2021-06-07,424,87
2021-06-04,425,88
2021-06-03,426,88
2021-06-02,427,88
2021-06-01,428,88
2021-05-28,429,89
2021-05-27,430,89
2021-05-26,431,89
2021-05-25,432,89
2021-05-24,433,89
2021-05-21,434,90
2021-05-20,435,90
2021-05-19,436,90
2021-05-18,437,90
2021-05-17,438,90
2021-05-14,439,91
2021-05-13,440,91
2021-05-12,441,91
2021-05-11,442,91
2021-05-10,443,91
2021-05-07,444,92
2021-05-06,445,92
2021-05-05,446,92
2021-05-04,447,92
2021-05-03,448,92
2021-04-30,449,93
2021-04-29,450,93
2021-04-28,451,93
2021-04-27,452,93
2021-04-26,453,93
2021-04-23,454,94
2021-04-22,455,94
2021-04-21,456,94
2021-04-20,457,94
2021-04-19,458,94
2021-04-16,459,95
2021-04-15,460,95
2021-04-14,461,95
2021-04-13,462,95
2021-04-12,463,95
2021-04-09,464,96
2021-04-08,465,96
2021-04-07,466,96
2021-04-06,467,96
2021-04-05,468,96
2021-04-01,469,97
2021-03-31,470,97
2021-03-30,471,97
2021-03-29,472,97
2021-03-26,473,98
2021-03-25,474,98
2021-03-24,475,98
2021-03-23,476,98
2021-03-22,477,98
2021-03-19,478,99
2021-03-18,479,99
2021-03-17,480,99
2021-03-16,481,99
2021-03-15,482,99
2021-03-12,483,100
2021-03-11,484,100
2021-03-10,485,100
2021-03-09,486,100
2021-03-08,487,100
2021-03-05,488,101
2021-03-04,489,101
2021-03-03,490,101
2021-03-02,491,101
2021-03-01,492,101
2021-02-26,493,102
2021-02-25,494,102
2021-02-24,495,102
2021-02-23,496,102
2021-02-22,497,102
2021-02-19,498,103
2021-02-18,499,103
2021-02-17,500,103
2021-02-16,501,103
2021-02-12,502,104
2021-02-11,503,104
2021-02-10,504,104
2021-02-09,505,104
2021-02-08,506,104
2021-02-05,507,105
2021-02-04,508,105
2021-02-03,509,105
2021-02-02,510,105
2021-02-01,511,105
2021-01-29,512,106
2021-01-28,513,106
2021-01-27,514,106
2021-01-26,515,106
2021-01-25,516,106
2021-01-22,517,107
2021-01-21,518,107
2021-01-20,519,107
2021-01-19,520,107
2021-01-15,521,108
2021-01-14,522,108
2021-01-13,523,108
2021-01-12,524,108
2021-01-11,525,108
2021-01-08,526,109
2021-01-07,527,109
2021-01-06,528,109
2021-01-05,529,109
2021-01-04,530,109
2020-12-31,531,110
2020-12-30,532,110
2020-12-29,533,110
2020-12-28,534,110
2020-12-24,535,111
2020-12-23,536,111
2020-12-22,537,111
2020-12-21,538,111
2020-12-18,539,112
2020-12-17,540,112
2020-12-16,541,112
2020-12-15,542,112
2020-12-14,543,112
2020-12-11,544,113
2020-12-10,545,113
2020-12-09,546,113
2020-12-08,547,113
2020-12-07,548,113
2020-12-04,549,114
2020-12-03,550,114
2020-12-02,551,114
2020-12-01,552,114
2020-11-30,553,114
2020-11-27,554,115
2020-11-25,555,115
2020-11-24,556,115
2020-11-23,557,115
2020-11-20,558,116
2020-11-19,559,116
2020-11-18,560,116
2020-11-17,561,116
2020-11-16,562,116
2020-11-13,563,117
2020-11-12,564,117
2020-11-11,565,117
2020-11-10,566,117
2020-11-09,567,117
2020-11-06,568,118
2020-11-05,569,118
2020-11-04,570,118
2020-11-03,571,118
2020-11-02,572,118
2020-10-30,573,119
2020-10-29,574,119
2020-10-28,575,119
2020-10-27,576,119
2020-10-26,577,119
2020-10-23,578,120
2020-10-22,579,120
2020-10-21,580,120
2020-10-20,581,120
2020-10-19,582,120
2020-10-16,583,121
2020-10-15,584,121
2020-10-14,585,121
2020-10-13,586,121
2020-10-12,587,121
2020-10-09,588,122
2020-10-08,589,122
2020-10-07,590,122
2020-10-06,591,122
2020-10-05,592,122
2020-10-02,593,123
2020-10-01,594,123
2020-09-30,595,123
2020-09-29,596,123
2020-09-28,597,123
2020-09-25,598,124
2020-09-24,599,124
2020-09-23,600,124
2020-09-22,601,124
2020-09-21,602,124
2020-09-18,603,125
2020-09-17,604,125
2020-09-16,605,125
2020-09-15,606,125
2020-09-14,607,125
2020-09-11,608,126
2020-09-10,609,126
2020-09-09,610,126
2020-09-08,611,126
2020-09-04,612,127
2020-09-03,613,127
2020-09-02,614,127
2020-09-01,615,127
2020-08-31,616,127
2020-08-28,617,128
2020-08-27,618,128
2020-08-26,619,128
2020-08-25,620,128
2020-08-24,621,128
2020-08-21,622,129
2020-08-20,623,129
2020-08-19,624,129
2020-08-18,625,129
2020-08-17,626,129
2020-08-14,627,130
2020-08-13,628,130
2020-08-12,629,130
2020-08-11,630,130
2020-08-10,631,130
2020-08-07,632,131
2020-08-06,633,131
2020-08-05,634,131
2020-08-04,635,131
2020-08-03,636,131
2020-07-31,637,132
2020-07-30,638,132
2020-07-29,639,132
2020-07-28,640,132
2020-07-27,641,132
2020-07-24,642,133
2020-07-23,643,133
2020-07-22,644,133
2020-07-21,645,133
2020-07-20,646,133
2020-07-17,647,134
2020-07-16,648,134
2020-07-15,649,134
2020-07-14,650,134
2020-07-13,651,134
2020-07-10,652,135
2020-07-09,653,135
2020-07-08,654,135
2020-07-07,655,135
2020-07-06,656,135
2020-07-02,657,136
2020-07-01,658,136
2020-06-30,659,136
2020-06-29,660,136
2020-06-26,661,137
2020-06-25,662,137
2020-06-24,663,137
2020-06-23,664,137
2020-06-22,665,137
2020-06-19,666,138
2020-06-18,667,138
2020-06-17,668,138
2020-06-16,669,138
2020-06-15,670,138
2020-06-12,671,139
2020-06-11,672,139
2020-06-10,673,139
2020-06-09,674,139
2020-06-08,675,139
2020-06-05,676,140
2020-06-04,677,140
2020-06-03,678,140
2020-06-02,679,140
2020-06-01,680,140
2020-05-29,681,141
2020-05-28,682,141
2020-05-27,683,141
2020-05-26,684,141
2020-05-22,685,142
2020-05-21,686,142
2020-05-20,687,142
2020-05-19,688,142
2020-05-18,689,142
2020-05-15,690,143
2020-05-14,691,143
2020-05-13,692,143
2020-05-12,693,143
2020-05-11,694,143
2020-05-08,695,144
2020-05-07,696,144
2020-05-06,697,144
2020-05-05,698,144
2020-05-04,699,144
2020-05-01,700,145
2020-04-30,701,145
2020-04-29,702,145
2020-04-28,703,145
2020-04-27,704,145
2020-04-24,705,146
2020-04-23,706,146
2020-04-22,707,146
2020-04-21,708,146
2020-04-20,709,146
2020-04-17,710,147
2020-04-16,711,147
2020-04-15,712,147
2020-04-14,713,147
2020-04-13,714,147
2020-04-09,715,148
2020-04-08,716,148
2020-04-07,717,148
2020-04-06,718,148
2020-04-03,719,149
2020-04-02,720,149
2020-04-01,721,149
2020-03-31,722,149
2020-03-30,723,149
2020-03-27,724,150
2020-03-26,725,150
2020-03-25,726,150
2020-03-24,727,150
2020-03-23,728,150
2020-03-20,729,151
2020-03-19,730,151
2020-03-18,731,151
2020-03-17,732,151
2020-03-16,733,151
2020-03-13,734,152
2020-03-12,735,152
2020-03-11,736,152
2020-03-10,737,152
2020-03-09,738,152
2020-03-06,739,153
2020-03-05,740,153
2020-03-04,741,153
2020-03-03,742,153
2020-03-02,743,153
2020-02-28,744,154
2020-02-27,745,154
2020-02-26,746,154
2020-02-25,747,154
2020-02-24,748,154
2020-02-21,749,155
2020-02-20,750,155
2020-02-19,751,155
2020-02-18,752,155
2020-02-14,753,156
2020-02-13,754,156
2020-02-12,755,156
2020-02-11,756,156
2020-02-10,757,156
2020-02-07,758,157
2020-02-06,759,157
2020-02-05,760,157
2020-02-04,761,157
2020-02-03,762,157
2020-01-31,763,158
2020-01-30,764,158
2020-01-29,765,158
2020-01-28,766,158
2020-01-27,767,158
2020-01-24,768,159
2020-01-23,769,159
2020-01-22,770,159
2020-01-21,771,159
2020-01-17,772,160
2020-01-16,773,160
2020-01-15,774,160
2020-01-14,775,160
2020-01-13,776,160
2020-01-10,777,161
2020-01-09,778,161
2020-01-08,779,161
2020-01-07,780,161
2020-01-06,781,161
2020-01-03,782,162
2020-01-02,783,162
2019-12-31,784,162
2019-12-30,785,162
2019-12-27,786,163
2019-12-26,787,163
2019-12-24,788,163
2019-12-23,789,163
2019-12-20,790,164
2019-12-19,791,164
2019-12-18,792,164
2019-12-17,793,164
2019-12-16,794,164
2019-12-13,795,165
2019-12-12,796,165
2019-12-11,797,165
2019-12-10,798,165
2019-12-09,799,165
2019-12-06,800,166
2019-12-05,801,166
2019-12-04,802,166
2019-12-03,803,166
2019-12-02,804,166
2019-11-29,805,167
2019-11-27,806,167
2019-11-26,807,167
2019-11-25,808,167
2019-11-22,809,168
2019-11-21,810,168
2019-11-20,811,168
2019-11-19,812,168
2019-11-18,813,168
2019-11-15,814,169
2019-11-14,815,169
2019-11-13,816,169
2019-11-12,817,169
2019-11-11,818,169
2019-11-08,819,170
2019-11-07,820,170
2019-11-06,821,170
2019-11-05,822,170
2019-11-04,823,170
2019-11-01,824,171
2019-10-31,825,171
2019-10-30,826,171
2019-10-29,827,171
2019-10-28,828,171
2019-10-25,829,172
2019-10-24,830,172
2019-10-23,831,172
2019-10-22,832,172
2019-10-21,833,172
2019-10-18,834,173
2019-10-17,835,173
2019-10-16,836,173
2019-10-15,837,173
2019-10-14,838,173
2019-10-11,839,174
2019-10-10,840,174
2019-10-09,841,174
2019-10-08,842,174
2019-10-07,843,174
2019-10-04,844,175
2019-10-03,845,175
2019-10-02,846,175
2019-10-01,847,175
2019-09-30,848,175
2019-09-27,849,176
2019-09-26,850,176
2019-09-25,851,176
2019-09-24,852,176
2019-09-23,853,176
2019-09-20,854,177
2019-09-19,855,177
2019-09-18,856,177
2019-09-17,857,177
2019-09-16,858,177
2019-09-13,859,178
2019-09-12,860,178
2019-09-11,861,178
2019-09-10,862,178
2019-09-09,863,178
2019-09-06,864,179
2019-09-05,865,179
2019-09-04,866,179
2019-09-03,867,179
2019-08-30,868,180
2019-08-29,869,180
2019-08-28,870,180
2019-08-27,871,180
2019-08-26,872,180
2019-08-23,873,181
2019-08-22,874,181
2019-08-21,875,181
2019-08-20,876,181
2019-08-19,877,181
2019-08-16,878,182
2019-08-15,879,182
2019-08-14,880,182
2019-08-13,881,182
2019-08-12,882,182
2019-08-09,883,183
2019-08-08,884,183
2019-08-07,885,183
2019-08-06,886,183
2019-08-05,887,183
2019-08-02,888,184
2019-08-01,889,184
2019-07-31,890,184
2019-07-30,891,184
2019-07-29,892,184
2019-07-26,893,185
2019-07-25,894,185
2019-07-24,895,185
2019-07-23,896,185
2019-07-22,897,185
2019-07-19,898,186
2019-07-18,899,186
2019-07-17,900,186
2019-07-16,901,186
2019-07-15,902,186
2019-07-12,903,187
2019-07-11,904,187
2019-07-10,905,187
2019-07-09,906,187
2019-07-08,907,187
2019-07-05,908,188
2019-07-03,909,188
2019-07-02,910,188
2019-07-01,911,188
2019-06-28,912,189
2019-06-27,913,189
2019-06-26,914,189
2019-06-25,915,189
2019-06-24,916,189
2019-06-21,917,190
2019-06-20,918,190
2019-06-19,919,190
2019-06-18,920,190
2019-06-17,921,190
2019-06-14,922,191
2019-06-13,923,191
2019-06-12,924,191
2019-06-11,925,191
2019-06-10,926,191
2019-06-07,927,192
2019-06-06,928,192
2019-06-05,929,192
2019-06-04,930,192
2019-06-03,931,192
2019-05-31,932,193
2019-05-30,933,193
2019-05-29,934,193
2019-05-28,935,193
2019-05-24,936,194
2019-05-23,937,194
2019-05-22,938,194
2019-05-21,939,194
2019-05-20,940,194
2019-05-17,941,195
2019-05-16,942,195
2019-05-15,943,195
2019-05-14,944,195
2019-05-13,945,195
2019-05-10,946,196
2019-05-09,947,196
2019-05-08,948,196
2019-05-07,949,196
2019-05-06,950,196
2019-05-03,951,197
2019-05-02,952,197
2019-05-01,953,197
2019-04-30,954,197
2019-04-29,955,197
2019-04-26,956,198
2019-04-25,957,198
2019-04-24,958,198
2019-04-23,959,198
2019-04-22,960,198
2019-04-18,961,199
2019-04-17,962,199
2019-04-16,963,199
2019-04-15,964,199
2019-04-12,965,200
2019-04-11,966,200
2019-04-10,967,200
2019-04-09,968,200
2019-04-08,969,200
2019-04-05,970,201
2019-04-04,971,201
2019-04-03,972,201
2019-04-02,973,201
2019-04-01,974,201
2019-03-29,975,202
2019-03-28,976,202
2019-03-27,977,202
2019-03-26,978,202
2019-03-25,979,202
2019-03-22,980,203
2019-03-21,981,203
2019-03-20,982,203
2019-03-19,983,203
2019-03-18,984,203
2019-03-15,985,204
2019-03-14,986,204
2019-03-13,987,204
2019-03-12,988,204
2019-03-11,989,204
2019-03-08,990,205
2019-03-07,991,205
2019-03-06,992,205
2019-03-05,993,205
2019-03-04,994,205
2019-03-01,995,206
2019-02-28,996,206
2019-02-27,997,206
2019-02-26,998,206
2019-02-25,999,206
2019-02-22,1000,207
2019-02-21,1001,207
2019-02-20,1002,207
2019-02-19,1003,207
2019-02-15,1004,208
2019-02-14,1005,208
2019-02-13,1006,208
2019-02-12,1007,208
2019-02-11,1008,208
2019-02-08,1009,209
2019-02-07,1010,209
2019-02-06,1011,209
2019-02-05,1012,209
2019-02-04,1013,209
2019-02-01,1014,210
2019-01-31,1015,210
2019-01-30,1016,210
2019-01-29,1017,210
2019-01-28,1018,210
2019-01-25,1019,211
2019-01-24,1020,211
2019-01-23,1021,211
2019-01-22,1022,211
2019-01-18,1023,212
2019-01-17,1024,212
2019-01-16,1025,212
2019-01-15,1026,212
2019-01-14,1027,212
2019-01-11,1028,213
2019-01-10,1029,213
2019-01-09,1030,213
2019-01-08,1031,213
2019-01-07,1032,213
2019-01-04,1033,214
2019-01-03,1034,214
2019-01-02,1035,214
2018-12-31,1036,214
2018-12-28,1037,215
2018-12-27,1038,215
2018-12-26,1039,215
2018-12-24,1040,215
2018-12-21,1041,216
2018-12-20,1042,216
2018-12-19,1043,216
2018-12-18,1044,216
2018-12-17,1045,216
2018-12-14,1046,217
2018-12-13,1047,217
2018-12-12,1048,217
2018-12-11,1049,217
2018-12-10,1050,217
2018-12-07,1051,218
2018-12-06,1052,218
2018-12-04,1053,218
2018-12-03,1054,218
2018-11-30,1055,219
2018-11-29,1056,219
2018-11-28,1057,219
2018-11-27,1058,219
2018-11-26,1059,219
2018-11-23,1060,220
2018-11-21,1061,220
2018-11-20,1062,220
2018-11-19,1063,220
2018-11-16,1064,221
2018-11-15,1065,221
2018-11-14,1066,221
2018-11-13,1067,221
2018-11-12,1068,221
2018-11-09,1069,222
2018-11-08,1070,222
2018-11-07,1071,222
2018-11-06,1072,222
2018-11-05,1073,222
2018-11-02,1074,223
2018-11-01,1075,223
2018-10-31,1076,223
2018-10-30,1077,223
2018-10-29,1078,223
2018-10-26,1079,224
2018-10-25,1080,224
2018-10-24,1081,224
2018-10-23,1082,224
2018-10-22,1083,224
2018-10-19,1084,225
2018-10-18,1085,225
2018-10-17,1086,225
2018-10-16,1087,225
2018-10-15,1088,225
2018-10-12,1089,226
2018-10-11,1090,226
2018-10-10,1091,226
2018-10-09,1092,226
2018-10-08,1093,226
2018-10-05,1094,227
2018-10-04,1095,227
2018-10-03,1096,227
2018-10-02,1097,227
2018-10-01,1098,227
2018-09-28,1099,228
2018-09-27,1100,228
2018-09-26,1101,228
2018-09-25,1102,228
2018-09-24,1103,228
2018-09-21,1104,229
2018-09-20,1105,229
2018-09-19,1106,229
2018-09-18,1107,229
2018-09-17,1108,229
2018-09-14,1109,230
2018-09-13,1110,230
2018-09-12,1111,230
2018-09-11,1112,230
2018-09-10,1113,230
2018-09-07,1114,231
2018-09-06,1115,231
2018-09-05,1116,231
2018-09-04,1117,231
2018-08-31,1118,232
2018-08-30,1119,232
2018-08-29,1120,232
2018-08-28,1121,232
2018-08-27,1122,232
2018-08-24,1123,233
2018-08-23,1124,233
2018-08-22,1125,233
2018-08-21,1126,233
2018-08-20,1127,233
2018-08-17,1128,234
2018-08-16,1129,234
2018-08-15,1130,234
2018-08-14,1131,234
2018-08-13,1132,234
2018-08-10,1133,235
2018-08-09,1134,235
2018-08-08,1135,235
2018-08-07,1136,235
2018-08-06,1137,235
2018-08-03,1138,236
2018-08-02,1139,236
2018-08-01,1140,236
2018-07-31,1141,236
2018-07-30,1142,236
2018-07-27,1143,237
2018-07-26,1144,237
2018-07-25,1145,237
2018-07-24,1146,237
2018-07-23,1147,237
2018-07-20,1148,238
2018-07-19,1149,238
2018-07-18,1150,238
2018-07-17,1151,238
2018-07-16,1152,238
2018-07-13,1153,239
2018-07-12,1154,239
2018-07-11,1155,239
2018-07-10,1156,239
2018-07-09,1157,239
2018-07-06,1158,240
2018-07-05,1159,240
2018-07-03,1160,240
2018-07-02,1161,240
2018-06-29,1162,241
2018-06-28,1163,241
2018-06-27,1164,241
2018-06-26,1165,241
2018-06-25,1166,241
2018-06-22,1167,242
2018-06-21,1168,242
2018-06-20,1169,242
2018-06-19,1170,242
2018-06-18,1171,242
2018-06-15,1172,243
2018-06-14,1173,243
2018-06-13,1174,243
2018-06-12,1175,243
2018-06-11,1176,243
2018-06-08,1177,244
2018-06-07,1178,244
2018-06-06,1179,244
2018-06-05,1180,244
2018-06-04,1181,244
2018-06-01,1182,245
2018-05-31,1183,245
2018-05-30,1184,245
2018-05-29,1185,245
2018-05-25,1186,246
2018-05-24,1187,246
